transaction_id,account_id,transaction_type,amount,transaction_date,method
5927,837,Deposit,80886.02,13-05-2025 19:28,UPI
5928,314,Withdrawal,131858.4,05-10-2023 05:24,UPI
5929,1225,Transfer,74616.12,25-03-2024 03:23,UPI
5930,700,Deposit,29915.63,03-03-2024 06:58,Cash
5931,690,Transfer,33470.74,21-03-2025 14:44,UPI
5932,175,Deposit,155436.49,15-08-2025 20:14,IMPS
5933,196,Withdrawal,8297.84,03-08-2024 21:07,Cash
5934,36,Transfer,168267.4,23-05-2024 03:45,Cash
5935,74,Deposit,58082.18,08-01-2025 21:30,NEFT
5936,1125,Withdrawal,82438.3,01-11-2023 06:29,Cash
5937,1402,Deposit,67558.44,28-10-2024 14:02,UPI
5938,517,Deposit,141206.99,26-06-2025 05:12,Cash
5939,70,Withdrawal,182977.88,14-06-2025 05:34,NEFT
5940,1479,Deposit,5507.25,01-05-2024 16:58,Cash
5941,1427,Transfer,88062.32,24-05-2025 05:17,NEFT
5942,1048,Deposit,163502.93,12-08-2025 12:34,Cash
5943,529,Transfer,158312.55,23-02-2025 14:05,UPI
5944,945,Transfer,186609.89,16-10-2024 04:34,NEFT
5945,890,Transfer,36763.66,29-04-2024 14:45,Cash
5946,1016,Withdrawal,182253.79,10-12-2024 14:42,IMPS
5947,778,Deposit,122900.24,25-11-2023 20:12,Cash
5948,302,Transfer,129443.84,26-01-2025 18:42,Cash
5949,440,Withdrawal,43684.19,03-12-2023 06:34,IMPS
5950,658,Transfer,119599.16,25-08-2024 12:52,UPI
5951,1028,Withdrawal,94198.57,11-06-2025 23:00,NEFT
5952,400,Transfer,83000.54,28-03-2024 04:34,IMPS
5953,384,Transfer,162659.98,08-04-2024 12:26,Cash
5954,1177,Withdrawal,4911.67,17-07-2025 20:36,IMPS
5955,1242,Transfer,64598.3,11-02-2025 13:17,UPI
5956,180,Transfer,127396.45,26-03-2025 13:24,NEFT
5957,1457,Deposit,165704.32,15-03-2024 00:10,Cash
5958,504,Deposit,52546.11,21-07-2025 21:48,Cash
5959,1090,Transfer,152991.98,05-03-2025 03:47,Cash
5960,983,Transfer,144685.37,20-10-2023 23:35,UPI
5961,566,Withdrawal,78211.76,19-03-2024 19:09,NEFT
5962,467,Deposit,152531.07,06-12-2023 22:25,Cash
5963,207,Deposit,115618.3,10-11-2023 13:28,UPI
5964,1163,Withdrawal,38412.41,31-03-2025 04:36,NEFT
5965,550,Transfer,167877.15,12-03-2025 19:37,UPI
5966,397,Transfer,199039.74,09-12-2023 04:33,NEFT
5967,1059,Withdrawal,24087.61,21-07-2024 15:32,NEFT
5968,594,Withdrawal,140515.34,09-08-2024 04:19,NEFT
5969,651,Deposit,92783.75,24-03-2024 13:26,Cash
5970,353,Transfer,182892.58,13-05-2025 02:58,UPI
5971,1483,Transfer,84635.44,11-07-2024 16:07,IMPS
5972,882,Transfer,52556.66,24-08-2024 07:31,Cash
5973,1455,Transfer,58458.15,10-02-2024 02:33,UPI
5974,54,Deposit,143620.86,30-04-2025 00:34,NEFT
5975,170,Deposit,134946.9,13-01-2024 17:30,NEFT
5976,1203,Withdrawal,60567.13,04-11-2024 06:15,UPI
5977,162,Deposit,56527.17,24-04-2024 01:10,Cash
5978,695,Withdrawal,5454.13,01-07-2024 22:52,Cash
5979,118,Transfer,36008.48,05-07-2025 07:35,IMPS
5980,1361,Transfer,87893.92,28-05-2024 05:59,UPI
5981,508,Withdrawal,51766.86,18-05-2024 19:56,NEFT
5982,1337,Withdrawal,46476.85,19-11-2023 08:15,IMPS
5983,499,Transfer,157291.3,06-05-2024 11:06,UPI
5984,985,Transfer,29424.95,28-04-2025 18:37,UPI
5985,905,Withdrawal,144963.37,26-09-2023 04:46,UPI
5986,913,Withdrawal,94348.05,11-11-2024 10:52,UPI
5987,1226,Withdrawal,126840.14,29-01-2025 20:45,IMPS
5988,1177,Transfer,44436.62,07-06-2024 10:52,UPI
5989,581,Withdrawal,176617.34,10-09-2024 13:02,UPI
5990,71,Deposit,75984.77,14-01-2025 01:35,IMPS
5991,613,Transfer,184209.51,02-09-2025 21:25,NEFT
5992,1070,Transfer,102249.34,12-09-2025 17:07,IMPS
5993,1476,Deposit,40022.66,18-07-2025 02:15,Cash
5994,407,Deposit,22976.08,14-07-2024 00:21,UPI
5995,429,Transfer,195467.57,20-01-2024 09:34,Cash
5996,243,Transfer,59738.93,28-01-2024 14:45,Cash
5997,534,Deposit,40797.06,19-08-2025 08:23,UPI
5998,375,Transfer,128160.31,13-12-2024 16:46,UPI
5999,860,Withdrawal,31950.87,23-06-2024 12:50,NEFT
6000,1305,Transfer,33204.32,22-11-2023 03:02,Cash
6001,465,Transfer,34853.26,09-05-2025 09:34,IMPS
6002,40,Withdrawal,168505.22,05-07-2025 15:57,IMPS
6003,1020,Deposit,132136.62,13-12-2023 23:35,UPI
6004,729,Withdrawal,29546.3,28-01-2025 11:05,IMPS
6005,1347,Transfer,36851.76,25-09-2023 13:20,Cash
6006,28,Transfer,55194.46,25-10-2024 09:17,UPI
6007,646,Withdrawal,108013.4,23-05-2024 14:58,Cash
6008,41,Transfer,137116.05,06-11-2024 12:04,Cash
6009,1497,Deposit,34380.95,20-08-2024 18:50,Cash
6010,717,Withdrawal,78443.43,25-11-2023 02:44,UPI
6011,967,Transfer,6715.41,22-10-2023 09:26,NEFT
6012,234,Deposit,48097.54,17-07-2024 08:17,UPI
6013,774,Withdrawal,11458.04,14-04-2025 00:08,NEFT
6014,392,Withdrawal,39004.21,17-05-2025 10:08,IMPS
6015,789,Withdrawal,53937.77,11-08-2024 03:21,IMPS
6016,663,Transfer,76358.89,26-04-2025 16:47,NEFT
6017,777,Transfer,50691.04,28-10-2023 02:54,Cash
6018,1027,Deposit,16336.48,20-04-2025 17:32,UPI
6019,1421,Transfer,149301.1,17-02-2025 15:11,NEFT
6020,502,Withdrawal,32545.03,30-05-2025 00:57,IMPS
6021,488,Deposit,81623.59,09-11-2023 20:09,UPI
6022,662,Transfer,18095.95,13-02-2024 00:08,NEFT
6023,1260,Deposit,91760.02,28-07-2025 00:16,NEFT
6024,339,Deposit,36609.66,22-07-2024 15:20,IMPS
6025,1063,Transfer,90324.7,16-08-2025 04:48,UPI
6026,368,Deposit,122047.97,28-09-2023 21:23,Cash
6027,1018,Deposit,26458.65,11-05-2024 04:38,IMPS
6028,264,Deposit,75148.98,14-08-2024 10:54,NEFT
6029,1272,Transfer,61736.9,26-12-2024 06:47,IMPS
6030,180,Withdrawal,44538.95,07-10-2023 19:01,Cash
6031,50,Withdrawal,100296.31,31-01-2025 00:22,UPI
6032,520,Transfer,106604.41,13-12-2023 20:05,Cash
6033,1084,Withdrawal,155799,01-09-2024 14:20,IMPS
6034,446,Transfer,3352.04,14-04-2024 12:21,NEFT
6035,1420,Withdrawal,165431.1,11-01-2025 20:41,IMPS
6036,490,Transfer,109402.19,17-02-2025 20:45,UPI
6037,449,Withdrawal,174868.23,10-06-2024 17:21,Cash
6038,239,Withdrawal,49829.06,25-02-2024 21:29,IMPS
6039,1421,Withdrawal,187820.13,25-10-2024 03:00,Cash
6040,224,Withdrawal,30538.81,29-06-2025 06:39,NEFT
6041,1109,Deposit,46241.13,28-01-2025 17:34,UPI
6042,516,Withdrawal,80706.11,21-01-2025 00:13,Cash
6043,1325,Transfer,155115.02,15-12-2023 10:16,Cash
6044,680,Withdrawal,117102.9,30-08-2025 04:25,NEFT
6045,882,Withdrawal,116337.22,24-06-2025 05:46,Cash
6046,1373,Transfer,181025.38,04-04-2025 15:20,NEFT
6047,38,Transfer,10194.49,15-07-2024 01:56,IMPS
6048,316,Deposit,121005.96,16-08-2025 08:29,Cash
6049,182,Deposit,33240.53,22-06-2025 13:09,Cash
6050,864,Transfer,124014.53,06-01-2024 06:56,UPI
6051,480,Withdrawal,83448.88,24-08-2025 08:48,UPI
6052,997,Withdrawal,189730.68,23-05-2024 16:11,Cash
6053,810,Deposit,37909.85,26-04-2024 15:20,IMPS
6054,263,Withdrawal,122093.54,19-11-2023 12:22,NEFT
6055,540,Transfer,182971.15,12-10-2023 16:48,NEFT
6056,735,Deposit,64191.19,12-08-2024 13:40,Cash
6057,1184,Withdrawal,111239.98,22-07-2024 04:04,Cash
6058,79,Transfer,99136.9,22-01-2025 17:43,NEFT
6059,819,Withdrawal,183281.27,09-10-2024 23:23,Cash
6060,255,Deposit,60291.46,20-11-2024 23:33,NEFT
6061,1172,Withdrawal,105085.85,19-11-2024 22:32,UPI
6062,382,Transfer,189510.67,04-05-2024 17:50,IMPS
6063,1146,Transfer,162638.38,29-05-2024 06:08,UPI
6064,1413,Withdrawal,40108.4,23-09-2024 16:30,NEFT
6065,1247,Transfer,17019.09,02-08-2025 17:00,NEFT
6066,736,Withdrawal,2067.72,15-09-2025 09:49,UPI
6067,1302,Deposit,57989.61,13-03-2024 16:05,UPI
6068,570,Transfer,195779.86,14-07-2025 01:56,Cash
6069,1478,Withdrawal,29444.14,28-06-2025 00:49,UPI
6070,1374,Withdrawal,148264.13,16-01-2024 16:48,NEFT
6071,985,Deposit,174155.97,30-08-2025 07:28,UPI
6072,1041,Deposit,60173.75,22-11-2023 06:46,UPI
6073,1048,Deposit,103365.58,23-08-2024 13:38,Cash
6074,897,Withdrawal,30545.92,21-06-2024 07:43,Cash
6075,597,Deposit,6731.09,06-11-2023 14:41,Cash
6076,1332,Transfer,65512.28,03-08-2025 15:35,Cash
6077,302,Withdrawal,32037.8,09-02-2024 03:44,NEFT
6078,1294,Withdrawal,181727.28,31-08-2025 20:42,IMPS
6079,1412,Transfer,193927.24,07-03-2025 20:42,NEFT
6080,59,Deposit,103766.18,23-04-2024 19:16,NEFT
6081,144,Withdrawal,166347,20-01-2024 20:59,UPI
6082,187,Transfer,186504.36,20-08-2025 18:47,Cash
6083,1000,Withdrawal,121765.38,06-03-2024 09:03,UPI
6084,509,Transfer,188661.11,17-05-2025 11:03,Cash
6085,350,Deposit,183083.2,04-11-2024 18:45,UPI
6086,433,Transfer,197548.7,11-12-2024 14:25,IMPS
6087,28,Withdrawal,106836.23,22-02-2024 15:01,UPI
6088,1117,Deposit,94824.23,19-06-2024 07:14,IMPS
6089,611,Deposit,125626.71,17-04-2024 19:12,UPI
6090,1385,Withdrawal,123175.83,22-04-2025 21:02,Cash
6091,721,Deposit,187295.81,08-04-2024 14:37,Cash
6092,1097,Transfer,66707.79,13-07-2025 02:58,Cash
6093,825,Deposit,151563.36,04-07-2025 01:15,IMPS
6094,1263,Deposit,61993.06,04-10-2023 23:53,IMPS
6095,644,Withdrawal,51599.73,16-09-2024 03:15,NEFT
6096,990,Withdrawal,45185.11,22-11-2023 08:51,UPI
6097,1043,Transfer,38914.82,06-06-2025 16:58,IMPS
6098,878,Withdrawal,19476.93,15-11-2023 16:39,UPI
6099,370,Withdrawal,98089.38,03-02-2025 23:22,NEFT
6100,1304,Transfer,33994.7,11-09-2025 14:30,Cash
6101,396,Withdrawal,12515.76,06-10-2023 00:36,Cash
6102,442,Deposit,151538.11,10-03-2025 18:05,NEFT
6103,139,Deposit,29407.89,18-09-2024 13:47,IMPS
6104,1311,Transfer,148867.75,03-05-2025 07:05,UPI
6105,1149,Transfer,39735.36,04-02-2024 08:50,Cash
6106,176,Deposit,42072.44,15-01-2025 00:24,UPI
6107,622,Deposit,59724.17,28-10-2024 18:34,NEFT
6108,1480,Withdrawal,170371.65,11-07-2024 07:07,IMPS
6109,784,Withdrawal,169341.07,12-10-2023 18:09,IMPS
6110,1443,Transfer,121825.85,02-02-2024 08:16,IMPS
6111,880,Withdrawal,86307.26,31-03-2024 13:28,Cash
6112,849,Transfer,191757.92,18-02-2025 17:16,Cash
6113,367,Deposit,154915.93,16-02-2025 19:43,IMPS
6114,483,Deposit,184608.7,13-10-2023 23:10,UPI
6115,147,Transfer,167404.44,18-06-2024 22:08,Cash
6116,566,Withdrawal,15335.65,01-02-2025 05:17,UPI
6117,607,Withdrawal,126012,15-09-2025 14:05,IMPS
6118,44,Deposit,96715.92,27-04-2025 22:05,NEFT
6119,180,Transfer,33375.09,17-10-2023 18:27,IMPS
6120,1139,Deposit,53670.11,07-07-2025 23:51,Cash
6121,1,Deposit,194322.95,19-08-2024 17:49,UPI
6122,685,Transfer,162807.22,26-08-2024 00:19,IMPS
6123,487,Transfer,390.98,03-09-2024 09:22,IMPS
6124,1196,Transfer,148423.32,06-12-2023 08:47,UPI
6125,534,Withdrawal,179049.99,07-04-2024 07:38,Cash
6126,1028,Withdrawal,54322.58,17-11-2024 06:03,Cash
6127,668,Transfer,73212.51,14-06-2024 01:50,UPI
6128,1262,Withdrawal,9473.51,23-03-2024 20:58,Cash
6129,582,Withdrawal,638.3,15-09-2025 13:20,IMPS
6130,1111,Deposit,117607.66,14-03-2024 20:33,UPI
6131,173,Transfer,62365.33,15-02-2025 11:37,IMPS
6132,1195,Deposit,107961.29,25-02-2024 20:32,UPI
6133,546,Deposit,120880.98,19-05-2025 00:39,NEFT
6134,975,Deposit,16378.84,27-12-2023 22:31,UPI
6135,1211,Transfer,41880.32,16-10-2024 04:41,Cash
6136,1234,Withdrawal,153812.19,09-05-2025 12:24,UPI
6137,348,Deposit,102796.93,25-11-2023 17:16,Cash
6138,55,Transfer,189709.08,08-04-2024 23:35,UPI
6139,346,Transfer,89018.73,11-09-2024 14:30,UPI
6140,772,Deposit,78409.25,13-12-2024 16:17,NEFT
6141,43,Transfer,139593.12,06-05-2025 17:14,UPI
6142,55,Withdrawal,56568.66,27-05-2024 04:33,Cash
6143,373,Transfer,120102.6,27-06-2024 07:00,NEFT
6144,11,Transfer,47422.32,09-04-2024 13:26,Cash
6145,1001,Deposit,40097.5,17-04-2025 10:40,NEFT
6146,1328,Transfer,197092.18,14-06-2025 13:43,IMPS
6147,1263,Withdrawal,170015.84,14-11-2023 09:16,UPI
6148,310,Withdrawal,97527.66,03-02-2024 17:20,Cash
6149,18,Deposit,119356.51,04-12-2024 08:31,UPI
6150,1192,Transfer,143156.18,07-09-2025 00:37,UPI
6151,986,Transfer,167835.23,06-06-2025 05:33,IMPS
6152,171,Deposit,15864.27,28-07-2025 01:24,NEFT
6153,921,Transfer,171246.16,26-11-2024 04:43,NEFT
6154,28,Withdrawal,75776.61,16-03-2025 22:55,UPI
6155,968,Withdrawal,107469.06,30-01-2024 22:33,IMPS
6156,866,Transfer,9504.43,08-05-2024 11:37,NEFT
6157,1262,Withdrawal,48269.67,01-05-2025 13:57,UPI
6158,454,Deposit,118840.52,05-05-2025 05:27,Cash
6159,1214,Deposit,59124.2,16-12-2024 20:19,Cash
6160,1384,Transfer,134479.93,09-02-2024 05:06,NEFT
6161,1245,Deposit,3716.08,23-01-2024 18:40,NEFT
6162,1084,Transfer,181006.27,28-09-2023 15:02,UPI
6163,586,Withdrawal,95533.67,22-06-2025 13:56,IMPS
6164,1383,Withdrawal,142262.51,24-05-2025 07:24,IMPS
6165,739,Withdrawal,145309.26,10-02-2024 20:48,UPI
6166,1436,Transfer,135811.33,22-10-2024 10:22,NEFT
6167,563,Transfer,179090.46,26-02-2025 16:21,UPI
6168,407,Withdrawal,150167.93,23-08-2025 13:05,IMPS
6169,688,Withdrawal,149204.98,23-11-2024 10:56,IMPS
6170,486,Transfer,48851.78,19-11-2023 05:32,IMPS
6171,1187,Withdrawal,175292.21,27-06-2024 01:31,Cash
6172,679,Withdrawal,199560.65,26-05-2025 17:51,NEFT
6173,161,Withdrawal,36042.42,12-02-2025 18:42,IMPS
6174,564,Transfer,151812.93,11-02-2024 17:12,Cash
6175,1331,Deposit,72724.09,31-10-2023 01:44,UPI
6176,185,Deposit,149833.16,23-10-2024 11:49,UPI
6177,1372,Transfer,106970.65,22-12-2024 16:30,UPI
6178,588,Deposit,74856.66,22-07-2025 17:54,Cash
6179,214,Deposit,43294.76,05-03-2025 08:30,Cash
6180,381,Transfer,80316.83,25-06-2024 06:13,IMPS
6181,591,Deposit,78734.81,09-01-2024 20:34,UPI
6182,393,Withdrawal,79222.37,19-12-2023 02:04,Cash
6183,232,Deposit,74255.82,11-07-2025 06:19,NEFT
6184,497,Transfer,106227.28,31-08-2024 06:27,UPI
6185,74,Transfer,126694.15,02-08-2025 03:56,IMPS
6186,1007,Deposit,124806.48,24-07-2024 23:27,UPI
6187,1255,Deposit,171930.26,22-11-2024 10:07,UPI
6188,875,Transfer,23741.3,26-09-2023 22:00,NEFT
6189,1078,Deposit,161118.27,26-12-2023 11:50,NEFT
6190,1241,Transfer,5859.62,18-06-2025 10:20,IMPS
6191,414,Deposit,4758.77,24-01-2024 19:04,IMPS
6192,775,Withdrawal,31700.11,13-08-2024 01:39,NEFT
6193,1110,Withdrawal,151419.53,07-01-2025 19:38,Cash
6194,336,Transfer,119531.42,23-08-2024 05:01,NEFT
6195,1473,Deposit,114938.17,31-01-2024 06:11,NEFT
6196,137,Withdrawal,8427.84,09-06-2024 16:27,Cash
6197,1309,Deposit,26696.28,29-10-2023 11:06,Cash
6198,589,Withdrawal,183454.57,16-07-2025 03:39,Cash
6199,939,Withdrawal,132351.09,04-06-2024 14:15,IMPS
6200,102,Withdrawal,196298.34,05-05-2025 20:30,NEFT
6201,1,Deposit,63872.65,07-11-2023 10:35,IMPS
6202,73,Transfer,57134.13,28-09-2024 19:19,IMPS
6203,757,Deposit,102807.56,18-04-2025 07:41,UPI
6204,400,Transfer,3356.37,19-03-2024 04:54,UPI
6205,56,Transfer,109650,30-03-2025 12:18,Cash
6206,229,Withdrawal,125887.17,07-01-2024 15:59,NEFT
6207,1316,Withdrawal,177274.37,27-04-2024 11:51,IMPS
6208,263,Withdrawal,79687.57,28-04-2025 13:07,Cash
6209,392,Deposit,173404.47,06-09-2025 04:39,IMPS
6210,755,Deposit,24757.26,02-01-2025 06:39,Cash
6211,710,Deposit,63047.98,12-11-2023 08:12,Cash
6212,724,Withdrawal,2513.12,22-03-2024 02:04,Cash
6213,1439,Deposit,162190.93,13-08-2025 09:31,NEFT
6214,47,Withdrawal,108397.98,02-01-2025 18:36,UPI
6215,213,Withdrawal,2195.95,10-05-2024 12:49,Cash
6216,554,Transfer,30937.25,27-03-2024 11:11,Cash
6217,310,Withdrawal,3305.48,05-11-2023 05:06,NEFT
6218,1160,Withdrawal,159975.42,03-04-2024 00:47,UPI
6219,426,Withdrawal,100843.18,20-06-2025 18:03,UPI
6220,689,Deposit,74954.32,11-03-2025 12:24,NEFT
6221,842,Transfer,973.17,28-04-2025 23:40,Cash
6222,225,Deposit,135910.21,02-02-2024 05:11,UPI
6223,912,Withdrawal,99460.38,03-07-2024 22:15,UPI
6224,378,Withdrawal,84707.02,29-10-2023 17:27,IMPS
6225,632,Transfer,88063.54,22-04-2025 08:37,UPI
6226,460,Withdrawal,25876.81,03-05-2025 01:48,IMPS
6227,547,Withdrawal,15103.16,01-02-2024 22:07,NEFT
6228,250,Transfer,65346.81,05-10-2024 21:17,Cash
6229,530,Transfer,53143.12,05-04-2024 18:44,Cash
6230,538,Withdrawal,146411.39,02-01-2025 10:35,IMPS
6231,844,Deposit,19505.06,28-07-2024 19:52,IMPS
6232,1148,Transfer,187799.92,17-06-2025 10:47,Cash
6233,634,Transfer,10977.41,20-01-2024 03:54,Cash
6234,568,Deposit,114576.64,28-05-2025 10:39,UPI
6235,1122,Transfer,186487.94,28-03-2024 07:40,Cash
6236,481,Withdrawal,192888.32,02-12-2024 23:50,IMPS
6237,635,Transfer,80982.69,21-03-2024 01:16,NEFT
6238,534,Withdrawal,66086.53,21-10-2024 00:29,UPI
6239,735,Transfer,47086.79,29-04-2024 22:42,IMPS
6240,1436,Transfer,121493.92,10-05-2024 19:11,IMPS
6241,1031,Transfer,134143.47,30-10-2023 20:24,Cash
6242,1260,Withdrawal,109433.03,05-05-2025 10:02,UPI
6243,1061,Withdrawal,137364.29,01-09-2025 23:07,UPI
6244,470,Deposit,194116.78,16-09-2025 17:47,Cash
6245,914,Withdrawal,160277.64,04-03-2025 15:49,UPI
6246,746,Transfer,53145.31,07-07-2025 09:56,UPI
6247,598,Transfer,20142.29,22-03-2024 07:23,NEFT
6248,876,Deposit,5204.13,02-10-2024 09:09,IMPS
6249,712,Withdrawal,97824.89,04-02-2025 01:36,NEFT
6250,868,Deposit,170076.74,25-07-2024 08:56,NEFT
6251,38,Transfer,141322.99,25-06-2024 16:45,Cash
6252,1396,Deposit,157248.18,10-04-2024 15:57,NEFT
6253,992,Deposit,113147.93,05-03-2024 14:55,Cash
6254,155,Withdrawal,51889.35,30-12-2024 03:44,NEFT
6255,891,Transfer,184319.72,20-12-2024 18:19,IMPS
6256,322,Deposit,152641,26-12-2024 20:27,Cash
6257,36,Withdrawal,75274.81,17-04-2024 18:05,NEFT
6258,1499,Withdrawal,33151.05,22-01-2024 00:39,Cash
6259,318,Deposit,124427.7,09-07-2025 21:24,NEFT
6260,1089,Deposit,144213.92,14-04-2025 04:23,IMPS
6261,1429,Transfer,28224.2,03-12-2024 18:16,NEFT
6262,366,Deposit,137233.5,04-05-2025 12:16,UPI
6263,1308,Transfer,18874.75,26-06-2024 22:15,UPI
6264,582,Deposit,84713.64,18-04-2025 20:53,NEFT
6265,267,Deposit,152252.96,04-11-2024 13:24,NEFT
6266,273,Transfer,55852.17,09-10-2023 00:18,NEFT
6267,248,Deposit,192309.32,19-02-2024 13:06,Cash
6268,263,Transfer,14213.36,16-03-2024 17:05,NEFT
6269,1324,Transfer,1917.65,14-10-2023 13:27,Cash
6270,886,Withdrawal,163993.67,03-11-2024 03:41,UPI
6271,832,Withdrawal,168563.95,08-08-2024 06:39,IMPS
6272,48,Deposit,179350.16,02-02-2025 16:11,UPI
6273,310,Withdrawal,64789.13,08-04-2024 22:23,UPI
6274,298,Deposit,110267.72,22-06-2025 22:10,NEFT
6275,1258,Deposit,5987.95,07-12-2023 17:17,Cash
6276,1419,Withdrawal,196937.8,04-05-2024 10:14,NEFT
6277,896,Transfer,31029.62,29-11-2024 11:25,Cash
6278,478,Transfer,144968.8,08-08-2024 17:26,NEFT
6279,861,Deposit,98603.35,14-02-2025 03:59,Cash
6280,234,Withdrawal,43746.95,02-04-2024 01:04,UPI
6281,738,Withdrawal,177351.89,29-06-2025 09:57,UPI
6282,1261,Withdrawal,80421.64,01-01-2024 14:02,IMPS
6283,1103,Transfer,95680.68,26-12-2024 00:10,Cash
6284,1238,Deposit,41546.34,09-02-2025 02:36,IMPS
6285,575,Deposit,47684.24,30-10-2023 11:44,UPI
6286,1431,Withdrawal,122911.1,28-10-2024 09:51,NEFT
6287,1449,Transfer,100734.33,29-05-2024 03:47,IMPS
6288,1216,Deposit,126071.88,15-06-2025 22:31,UPI
6289,98,Transfer,164835.91,09-10-2023 22:35,Cash
6290,691,Transfer,59572.48,08-06-2024 13:09,UPI
6291,313,Deposit,179571.59,07-11-2023 13:56,IMPS
6292,370,Deposit,135111.96,01-05-2025 17:48,Cash
6293,794,Withdrawal,156322.09,29-06-2025 17:08,IMPS
6294,33,Transfer,33484.19,22-04-2024 16:44,Cash
6295,1429,Withdrawal,27630.25,21-09-2025 04:43,UPI
6296,771,Withdrawal,166098.25,26-02-2025 08:50,UPI
6297,503,Deposit,49097.54,25-10-2024 03:50,Cash
6298,977,Deposit,160989.57,19-07-2025 04:25,IMPS
6299,460,Transfer,169405.21,13-10-2024 01:24,Cash
6300,89,Withdrawal,189178.27,18-02-2025 09:12,UPI
6301,495,Withdrawal,114777.95,15-12-2023 07:34,IMPS
6302,1092,Withdrawal,119043.02,10-06-2024 00:11,NEFT
6303,657,Deposit,104591.45,21-12-2024 04:00,NEFT
6304,998,Transfer,139826.67,15-10-2023 16:08,Cash
6305,1302,Transfer,114905.65,04-07-2025 16:20,IMPS
6306,1223,Transfer,157939.73,25-05-2024 18:19,IMPS
6307,1216,Transfer,182787.57,24-12-2023 17:20,Cash
6308,629,Deposit,117896.53,29-11-2024 20:09,IMPS
6309,56,Withdrawal,2939.79,30-12-2023 10:08,IMPS
6310,847,Transfer,140469.83,31-08-2025 23:08,NEFT
6311,879,Deposit,164726.86,06-03-2024 08:01,Cash
6312,93,Withdrawal,43374,20-09-2024 13:41,NEFT
6313,800,Transfer,44564.1,07-10-2024 08:22,IMPS
6314,346,Withdrawal,20375.71,03-02-2024 11:34,UPI
6315,1027,Deposit,143748.35,14-12-2023 12:16,UPI
6316,255,Transfer,173418.09,09-11-2023 05:36,UPI
6317,1022,Withdrawal,123221.98,13-01-2025 06:21,IMPS
6318,330,Deposit,50370.42,03-11-2023 12:15,UPI
6319,295,Transfer,14739.52,03-10-2024 12:35,Cash
6320,465,Withdrawal,148288.37,07-04-2024 17:57,NEFT
6321,1231,Deposit,181932.85,05-05-2024 13:24,IMPS
6322,1187,Withdrawal,60104.23,10-04-2024 20:54,NEFT
6323,1039,Withdrawal,79598.57,23-09-2024 14:18,Cash
6324,732,Transfer,100852.74,11-12-2024 17:15,Cash
6325,105,Deposit,169464.22,13-03-2025 17:58,NEFT
6326,1360,Deposit,41085.41,21-03-2024 22:43,Cash
6327,130,Deposit,66032.57,08-12-2024 07:27,IMPS
6328,738,Deposit,77647.77,16-12-2023 09:55,UPI
6329,562,Withdrawal,139535.94,14-03-2025 11:32,NEFT
6330,1219,Transfer,144695,18-11-2023 20:10,IMPS
6331,983,Withdrawal,61258.87,24-09-2024 11:39,IMPS
6332,208,Withdrawal,4997.83,30-12-2023 03:00,IMPS
6333,611,Transfer,85733.43,04-10-2024 09:30,Cash
6334,1179,Transfer,53940.97,22-09-2025 23:37,Cash
6335,541,Deposit,176730.45,06-04-2024 10:04,NEFT
6336,742,Deposit,171277.58,18-07-2025 12:56,Cash
6337,1113,Deposit,40345.99,31-03-2025 21:53,UPI
6338,1077,Deposit,167898.2,01-10-2023 19:27,UPI
6339,1410,Transfer,176023.38,17-10-2023 02:15,Cash
6340,1089,Deposit,76899.8,26-02-2024 19:04,NEFT
6341,1063,Deposit,19881.4,28-03-2025 15:00,IMPS
6342,1426,Withdrawal,180183.59,10-04-2024 03:05,Cash
6343,1468,Transfer,101362.83,27-06-2024 01:39,IMPS
6344,411,Withdrawal,99902.52,26-07-2024 12:54,Cash
6345,276,Withdrawal,65622.88,07-11-2024 03:26,IMPS
6346,280,Withdrawal,70477.81,04-03-2025 23:51,NEFT
6347,817,Withdrawal,94105.03,15-08-2025 03:43,IMPS
6348,201,Deposit,1469.03,19-10-2024 16:44,Cash
6349,426,Transfer,89337.52,11-03-2025 08:48,Cash
6350,62,Transfer,171181.64,26-04-2024 07:35,IMPS
6351,451,Transfer,11592.22,04-09-2025 02:39,UPI
6352,400,Withdrawal,76584.64,08-11-2024 18:17,IMPS
6353,392,Withdrawal,21391.62,27-07-2024 19:32,NEFT
6354,1199,Withdrawal,172328.81,06-06-2024 02:30,IMPS
6355,1486,Deposit,153991.06,28-02-2025 19:19,Cash
6356,320,Withdrawal,1087.16,18-09-2025 03:35,NEFT
6357,425,Deposit,105903.81,06-10-2024 05:06,Cash
6358,269,Deposit,102560.48,02-05-2025 00:34,NEFT
6359,785,Withdrawal,164134.39,03-03-2024 18:34,UPI
6360,790,Transfer,12798.24,30-09-2024 01:49,UPI
6361,1466,Deposit,81701.03,09-05-2024 07:28,UPI
6362,1258,Transfer,59729.98,22-05-2025 13:05,IMPS
6363,463,Deposit,183269.76,27-04-2024 04:01,Cash
6364,252,Deposit,34754.36,01-01-2025 07:01,IMPS
6365,291,Transfer,9797.42,14-07-2024 00:19,NEFT
6366,777,Deposit,196625.54,03-08-2024 14:20,IMPS
6367,842,Transfer,13925.71,12-07-2024 23:39,IMPS
6368,817,Transfer,115719.44,27-09-2023 22:44,Cash
6369,767,Transfer,13336.09,01-09-2024 19:39,Cash
6370,1015,Transfer,97009.71,07-01-2024 01:37,Cash
6371,383,Deposit,168155.86,12-03-2024 07:54,IMPS
